Registration Number,Annual Turnover
50439,-400384.4136
50440,23155948.21
50441,8648852.757
50442,13111526.91
50443,5154243.388
50444,14212331.59
50445,9151254.686
50446,17475649.05
50447,27227838.78
50448,1046019.343
50449,25946728.69
50450,18799652.66
50451,15885803.63
50452,3199810.108
50453,14721966.97
50454,18062604.58
50455,6803332.892
50456,16523891.5
50457,13727144.97
50458,3132805.887
50459,16069521.58
50460,21092358.19
50461,10204739.44
50462,23226717.33
50463,16702268.83
50464,22018609.34
50465,8322702.013
50466,14660603.86
50467,13557739.86
50468,18012190.29
50469,20461848.24
50470,12060319.42
50471,18959742.74
50472,15168781.58
50473,17396001.47
50474,13725021.68
50475,18900969.07
50476,24720804.57
50477,14679152.57
50478,19576183.54
50479,4132302.437
50480,4667579.671
50481,21797390.78
50482,24327699.3
50483,30394958.35
50484,6824371.718
50485,17804927.13
50486,15082030.74
50487,22837566.34
50488,25470914.52
50489,30368585.38
50490,11169040.01
50491,5730005.621
50492,16379894.26
50493,23470898.57
50494,12189844.59
50495,10763751.41
50496,7449852.423
50497,15751255.34
50498,16038442.79
50499,5267593.614
50500,9600486.693
