Registration Number,Annual Turnover
50170,31463053.07
50171,38082483.34
50172,32100048.04
50173,39898607.13
50174,31727834.5
50175,39021527.87
50176,30308818.56
50177,42735422.35
50178,41310970.8
50179,18260616.36
50180,50363746.03
50181,25846772.72
50182,29781578.96
50183,24814503.98
50184,42556277.72
50185,33418508.94
50186,33786447.55
50187,25467866.57
50188,40500251.99
50189,30841809.33
50190,28610002.46
50191,25026694.94
50192,40837889.05
50193,31322617.88
50194,27755141.11
50195,38296127.38
50196,24987250.99
50197,25039569.09
50198,21226083.28
50199,23700352.36
50200,55383455.72
50201,24123726.69
50202,30986885.32
50203,25569920.36
50204,38079255
50205,24680505.29
50206,42347339.25
50207,25326763.51
50208,49867668.92
50209,27053529.69
50210,36218592.51
50211,33049142.09
50212,32500472.12
50213,38247273.6
50214,35623506.28
50215,34757190.03
50216,35618931.21
50217,31950749.15
50218,36993437.09
50219,23492069.95
50220,30848982.41
50221,45464140.69
50222,28289304.05
50223,26860829.75
50224,19106924.94
50225,27529283.41
50226,33276201.39
50227,25258037
50228,25002059.14
50229,21380970.25
50230,46587552.72
50231,36009855.49
50232,23057072.83
50233,23042921.94
50234,38596942.39
50235,32916450.13
50236,46990704.9
50237,29818775.87
50238,22928721.45
50239,28312702.54
50240,34799544.54
50241,33584936.51
50242,35503417.94
50243,26553885.16
50244,42752990.34
50245,27832531.51
50246,27043230.04
50247,44207734.19
50248,38740016.61
50249,33061549.68
50250,25425014.9
50251,29812597.16
50252,27174205.95
50253,37799802.66
50254,22079175.34
50255,37182282.8
50256,29825908.16
50257,24772509.47
50258,25481153.9
50259,32222676.21
50260,33326861.87
50261,25333185.51
50262,23227001.78
50263,23355939.6
50264,29690770.23
50265,35552424.93
50266,31946136.04
50267,33314774.72
50268,36061977.86
50269,43624141.76
50270,35565586.33
50271,26430740.94
50272,34863262.8
50273,26742520.48
50274,20129032.77
50275,31287459.78
50276,34232531.66
50277,35176049.27
50278,24337122.5
50279,29724550.91
50280,33603282.38
50281,32331335.23
50282,31811185.62
50283,26242157.46
50284,43620344.44
50285,28431297.72
50286,29270636.84
50287,22730041.69
50288,49831766.45
50289,23041253.23
50290,35022529.96
50291,24409372.09
50292,25905459.34
50293,28124944.75
50294,20821067.38
50295,34364662.73
50296,32797728.93
50297,31022244.86
50298,33543298.64
50299,24078251.61
50300,32598412.56
50301,43721141.09
50302,24133636.26
50303,28900649.65
50304,37174611.4
50305,25492036.08
50306,39848438.73
50307,29459898.38
50308,36787124.72
50309,31435614.68
50310,26960308.37
50311,23671673
50312,35963775.47
50313,27712949.18
50314,30173561.75
50315,23458685.62
50316,44088806.02
50317,34757447.28
50318,37418205.28
50319,22251827.55
50320,35230847.72
50321,30382882.18
50322,22889098.67
50323,34079051.09
50324,25427381.51
50325,21511034.16
50326,57323343.85
50327,38988978.66
50328,28195423.76
50329,44833919.23
50330,30893498.53
50331,27399428.31
50332,29218391.87
50333,30335739.7
50334,28162930.56
50335,37306827.03
50336,35467316.12
50337,25634141.9
50338,21483466.48
50339,27180614.24
50340,29836992.11
50341,23808011.97
50342,32135518.84
50343,34988235.86
50344,34196354.59
50345,49638942.66
50346,21083517.54
50347,28549020.02
50348,23412898.48
50349,23999330.41
50350,31384590.11
50351,27403410
50352,37812335.47
50353,36689031.27
50354,39832355.65
50355,20971886.33
50356,29006538.88
50357,28066130.17
50358,23780586.03
50359,26270393.82
50360,26995375.66
50361,32564733.55
50362,35790568.85
50363,32204714.27
50364,42205030.39
50365,23667141.19
50366,41965141.75
50367,45579912.61
50368,20741794.39
50369,32505007.57
50370,26067743.84
50371,40078998.78
50372,32941235.71
50373,27438655.04
50374,34024350.09
50375,25569039.37
50376,24738342.45
50377,19265449.46
50378,26199698.48
50379,30248168.04
50380,21923988.3
50381,25032464.71
50382,41472687.2
50383,29665216.1
50384,29447471.22
50385,25263920.37
50386,28191344.55
50387,30108696.53
50388,31827271.48
50389,39373367.29
50390,22021859.22
50391,32359813.94
50392,40804768.92
50393,22453173.95
50394,25823307.85
50395,27721723.59
50396,30906702.45
50397,41524766.22
50398,27087907.23
50399,28536288.85
50400,35855422.17
50401,32879041.45
50402,21080738.08
50403,28636525.23
50404,37745705.95
50405,24462421.56
50406,26300540.5
50407,30479682.21
50408,28245697.24
50409,38761553.47
50410,35444725.57
50411,25419918.37
50412,26595501.53
50413,33567314.49
50414,26152486.74
50415,69989851.05
50416,36827012.52
50417,27866146.32
50418,32651965.7
50419,27092005.56
50420,31020446.41
50421,23692620.16
50422,33987841.56
50423,34368648.25
50424,27829651.81
50425,23113823.73
50426,33388991.69
50427,24377489.64
50428,22475744.83
50429,22810420.17
50430,19855635.61
50431,19290495.02
50432,26409861.54
50433,25411841.95
50434,24415219.71
50435,42328822.53
50436,36992882.26
50437,31554335.3
50438,35746875.01
50439,24894330.15
50440,30986646.29
50441,23587646.76
50442,24342477.19
50443,26811138.62
50444,24974018.75
50445,25913791.5
50446,26070938.7
50447,39016253.51
50448,20941212.96
50449,42956877.61
50450,33117905.18
50451,35022425.63
50452,20708607.45
50453,25748962.51
50454,26734609
50455,20996522.8
50456,25906724.21
50457,30421443.12
50458,18760332.93
50459,36386132.25
50460,22112293.61
50461,27939116.79
50462,36930742.13
50463,28813910.61
50464,29895003.21
50465,26379764.18
50466,32987093.77
50467,34017773.29
50468,39705957.35
50469,34355447.38
50470,23453083.64
50471,34005325.42
50472,30122111.23
50473,36955499.52
50474,25875935.5
50475,35617962.37
50476,42552011.78
50477,25224624.17
50478,36247988.29
50479,26811643.62
50480,24813056.42
50481,37346422.88
50482,42231691.35
50483,36277503.26
50484,31152102.26
50485,35047537.25
50486,28236434.19
50487,38006374.7
50488,34116321.37
50489,38994578.79
50490,28533771.28
50491,26910235.6
50492,29081342.14
50493,32767289.34
50494,31153703.48
50495,22221657.72
50496,20346016.97
50497,29302774.6
50498,24226545.99
50499,26209517.81
50500,31763149.95
