Registration Number,Annual Turnover
50242,31200000
50243,26800000
50244,22600000
50245,64000000
50246,32700000
50247,42500000
50248,45200000
50249,29450000
50250,48175000
50251,7000000
50252,24300000
50253,44225000
50254,12950000
50255,41400000
50256,20250000
50257,37575000
50258,16925000
50259,42600000
50260,39900000
50261,51650000
50262,12425000
50263,13800000
50264,36500000
50265,49150000
50266,30500000
50267,13175000
50268,45675000
50269,47850000
50270,58850000
50271,20875000
50272,44850000
50273,34300000
50274,16300000
50275,27800000
50276,36900000
50277,41650000
50278,26775000
50279,20900000
50280,31775000
50281,34475000
50282,17175000
50283,20275000
50284,94350000
50285,18200000
50286,28250000
50287,18425000
50288,69200000
50289,9150000
50290,49125000
50291,18250000
50292,30000000
50293,24850000
50294,21450000
50295,26525000
50296,21400000
50297,12350000
50298,37050000
50299,19300000
50300,42775000
50301,43600000
50302,25475000
50303,23600000
50304,39925000
50305,29900000
50306,28500000
50307,27850000
50308,31500000
50309,11200000
50310,24925000
50311,14625000
50312,38925000
50313,44375000
50314,42350000
50315,17750000
50316,37200000
50317,8200000
50318,12050000
50319,33225000
50320,22400000
50321,15100000
50322,13175000
50323,18300000
50324,10125000
50325,27750000
50326,35800000
50327,40600000
50328,40750000
50329,43750000
50330,19025000
50331,29000000
50332,23475000
50333,22625000
50334,32000000
50335,29700000
50336,36425000
50337,17275000
50338,13525000
50339,24475000
50340,20825000
50341,21750000
50342,37075000
50343,45650000
50344,36250000
50345,66800000
50346,20700000
50347,28500000
50348,22250000
50349,12375000
50350,31825000
50351,29675000
50352,50225000
50353,22500000
50354,52925000
50355,27575000
50356,34500000
50357,21150000
50358,17050000
50359,11500000
50360,38125000
50361,32725000
50362,32125000
50363,30175000
50364,30300000
50365,12900000
50366,36750000
50367,47125000
50368,23375000
50369,31000000
50370,29050000
50371,68625000
50372,10775000
50373,13125000
50374,34050000
50375,24550000
50376,25800000
50377,19900000
50378,24475000
50379,11750000
50380,28125000
50381,25225000
50382,35050000
50383,23750000
50384,30600000
50385,23075000
50386,20175000
50387,20600000
50388,28725000
50389,34625000
50390,37250000
50391,18600000
50392,32775000
50393,38550000
50394,45625000
50395,40900000
50396,43000000
50397,32950000
50398,12725000
50399,53400000
50400,42375000
50401,10400000
50402,14100000
50403,25800000
50404,30525000
50405,13725000
50406,42275000
50407,35325000
50408,28675000
50409,46500000
50410,26275000
50411,19250000
50412,40000000
50413,8950000
50414,42500000
50415,98175000
50416,32625000
50417,27700000
50418,32400000
50419,18625000
50420,12400000
50421,13950000
50422,32500000
50423,23675000
50424,26550000
50425,10600000
50426,32175000
50427,35075000
50428,20575000
50429,12225000
50430,16800000
50431,12925000
50432,21950000
50433,31275000
50434,27875000
50435,57700000
50436,42775000
50437,13950000
50438,9000000
50439,12350000
50440,33600000
50441,10625000
50442,18350000
50443,25475000
50444,16325000
50445,31700000
50446,15350000
50447,49875000
50448,14850000
50449,54425000
50450,16900000
50451,35025000
50452,26300000
50453,13500000
50454,27525000
50455,14725000
50456,30850000
50457,17675000
50458,12050000
50459,32500000
50460,29575000
50461,34950000
50462,43025000
50463,23375000
50464,45175000
50465,38075000
50466,54175000
50467,22575000
50468,25275000
50469,31475000
50470,45000000
50471,44000000
50472,30600000
50473,16750000
50474,21075000
50475,32100000
50476,44125000
50477,32550000
50478,30275000
50479,25275000
50480,9850000
50481,25100000
50482,54375000
50483,32475000
50484,34800000
50485,49125000
50486,37725000
50487,20825000
50488,31450000
50489,39325000
50490,27350000
50491,30775000
50492,24775000
50493,34875000
50494,9400000
50495,24150000
50496,11775000
50497,9975000
50498,14400000
50499,23025000
50500,15525000
