Registration Number,Annual Turnover
50453,24513333.33
50454,25217083.33
50455,20353750
50456,28683750
50457,25999583.33
50458,19458750
50459,33088750
50460,24785833.33
50461,25393750
50462,37675416.67
50463,24757916.67
50464,34723333.33
50465,26913333.33
50466,27789583.33
50467,39054583.33
50468,40175000
50469,37678750
50470,28437083.33
50471,31260833.33
50472,31942916.67
50473,34834583.33
50474,25316250
50475,32002083.33
50476,42925416.67
50477,25180833.33
50478,35048333.33
50479,33257916.67
50480,21100416.67
50481,34766250
50482,57568750
50483,38533750
50484,20720833.33
50485,37317083.33
50486,27535416.67
50487,34816250
50488,32987916.67
50489,44265833.33
50490,29281666.67
50491,26157083.33
50492,27666666.67
50493,37290833.33
50494,31946250
50495,20191666.67
50496,27356250
50497,21106250
50498,27177916.67
50499,22102500
50500,23210416.67
