Registration Number,Annual Turnover
50484,28873565.58
50485,33521076.25
50486,29754146.55
50487,32288262.89
50488,31138615.52
50489,39235068.31
50490,30859764.88
50491,29206229.5
50492,28990976.38
50493,32953590.74
50494,31691424.68
50495,31529984.84
50496,36358503.81
50497,27630967.99
50498,29690549.03
50499,28413706.63
50500,30311847.83
