Registration Number,Annual Turnover
50186,34259264.19
50187,25888097.49
50188,39489115.95
50189,29298051.4
50190,31645570.47
50191,28851695.43
50192,40520357.21
50193,37338733.73
50194,31763457.22
50195,38651963.09
50196,24562767.6
50197,24589583.82
50198,24735544.46
50199,25976325.56
50200,49159491.23
50201,19940229.21
50202,27547508.01
50203,17377448.64
50204,43514866.31
50205,27774510.68
50206,39322010.03
50207,23810138.36
50208,50336032.6
50209,27367331.68
50210,37973231.63
50211,33499944.34
50212,32355865.7
50213,36760220.76
50214,36591653.42
50215,33959159.33
50216,35496119.99
50217,19668566.58
50218,42217235.91
50219,22639024.15
50220,30573897.79
50221,42715361.1
50222,30634472.97
50223,29646053.66
50224,19381980.57
50225,31681593.23
50226,32912274.97
50227,29223983.85
50228,29278725.22
50229,18115869.22
50230,43668517.76
50231,36928766.21
50232,24122538.16
50233,24172928
50234,38139450.96
50235,35320197.86
50236,48256337.54
50237,23837877.93
50238,17080356.98
50239,32004945.97
50240,32139815.91
50241,31648923.69
50242,36331084.78
50243,26788408.89
50244,37985086.53
50245,29032390.53
50246,32971216.65
50247,41108211.17
50248,36042392.03
50249,36723544.3
50250,23719266.28
50251,27944685.49
50252,27990046.7
50253,37268748.66
50254,27844253.52
50255,36192311.24
50256,32925023.59
50257,33758605.67
50258,25915206.28
50259,34190515.95
50260,32477128.94
50261,25892659.78
50262,19731516.4
50263,19484647.83
50264,26262865.54
50265,28168209.08
50266,30078840.09
50267,34271252.15
50268,34787501.77
50269,48733446.53
50270,36874110.78
50271,28799394.69
50272,32330628.57
50273,29825144.31
50274,14275447.91
50275,28192649.24
50276,32561967.33
50277,36432465.06
50278,18790442.23
50279,29569652.32
50280,30550632.3
50281,28353039.14
50282,35658816.15
50283,26476553.99
50284,39321594.46
50285,23941015
50286,25554549.28
50287,18847113.14
50288,50508219.6
50289,26817659.58
50290,32995211.82
50291,26202423.97
50292,23861207.35
50293,27318023.39
50294,16848389.88
50295,34022102.63
50296,32070870.54
50297,31028722.29
50298,35671785.53
50299,29927342.05
50300,31835401.74
50301,39516824.87
50302,24396947.03
50303,30170110.52
50304,44029000.36
50305,28383024.84
50306,36471911.62
50307,29097877.92
50308,37070222.62
50309,34295362.18
50310,28555510.05
50311,22333175.47
50312,35429910.62
50313,26725759.15
50314,32727040.69
50315,23164165.7
50316,43347593.17
50317,37342543.77
50318,33368436.05
50319,29668243.68
50320,36386167.05
50321,27242642.46
50322,27489178.01
50323,35897317.03
50324,32550764.51
50325,18199744.76
50326,37230751.59
50327,37506559.98
50328,29948826.98
50329,39902487.52
50330,32374704.75
50331,20767288.87
50332,28214698.79
50333,30557600.05
50334,26007165.29
50335,38065813.77
50336,35364498.8
50337,20602398.45
50338,23476016.83
50339,29336086.36
50340,27426887.51
50341,24661944.76
50342,34061831.55
50343,35422164.19
50344,31444926.82
50345,42211663.56
50346,24320875.16
50347,27724846.58
50348,24268369.52
50349,28186359.2
50350,31836521.48
50351,26999449.97
50352,34796596.32
50353,38899040.37
50354,37379124.03
50355,14656442.06
50356,31975119.6
50357,29377897.95
50358,24779488.58
50359,28667559.08
50360,18390019.62
50361,27891808.87
50362,37317821.74
50363,33491147.42
50364,39242552.03
50365,19038908.58
50366,41364355.69
50367,45360086.23
50368,24334362.86
50369,38856504.52
50370,24175983.35
50371,43134196.47
50372,34266960.45
50373,30906193.95
50374,33130483.34
50375,21349730.03
50376,23964076.94
50377,19196930.34
50378,24191774.54
50379,36385748.12
50380,15879874.12
50381,24786057.34
50382,38997903.51
50383,30685361.65
50384,32163075.71
50385,15183465.95
50386,31149302.47
50387,31127383.98
50388,29925461.77
50389,38272828.47
50390,26251918.97
50391,30399566.27
50392,44170378.07
50393,28438109.66
50394,27330774.89
50395,31210193.58
50396,36444456
50397,42521332.69
50398,29702587.07
50399,29781195.5
50400,37356723.08
50401,34313330.48
50402,15763078.8
50403,29038971.95
50404,37566065.33
50405,22850960.31
50406,25506186.36
50407,32051446.46
50408,27738087.6
50409,35324327.73
50410,35634826.61
50411,30865646.4
50412,31435765.28
50413,37130208.76
50414,26474341.05
50415,47526649.06
50416,39064867.68
50417,31867474.51
50418,35554341.89
50419,27785577.34
50420,29804281
50421,15647550.8
50422,34402683.39
50423,31926845.03
50424,39492086.62
50425,28719073.85
50426,34516232.29
50427,21307963.6
50428,32013545.8
50429,24483705.42
50430,16317829.03
50431,17398114.99
50432,27162206.07
50433,27218172.18
50434,25970163.86
50435,38396840.07
50436,32485638.11
50437,23016646.86
50438,31546523.84
50439,19457824.76
50440,35161575.66
50441,25720317.79
50442,25997959.81
50443,19558813.57
50444,35940215.93
50445,24683038.71
50446,32669424.39
50447,35162799.69
50448,16443959.49
50449,40633723.66
50450,36128489.56
50451,32879446.89
50452,21615687.74
50453,26498818.46
50454,28754639.83
50455,19921949.68
50456,25215521.82
50457,28501558.73
50458,18022931.46
50459,29479023.34
50460,25666010.93
50461,26711332.78
50462,35668982.59
50463,30843860.04
50464,34350521.37
50465,23313473.47
50466,33133931.57
50467,31525762.32
50468,39542069.91
50469,34695263.55
50470,24770869.86
50471,33020408.9
50472,32590512.18
50473,34988632.01
50474,26035767.75
50475,38625810.23
50476,41839055.23
50477,25564131.31
50478,36074251.12
50479,24624131.33
50480,22909113.35
50481,36177603.22
50482,46565036.43
50483,38474411.88
50484,27785048.52
50485,35194884.04
50486,27905725.3
50487,37460077.8
50488,37975447.28
50489,41037765.34
50490,28781499.95
50491,30973684.99
50492,25205143.06
50493,29612660.81
50494,29835849.72
50495,27187818.57
50496,20099433.55
50497,31170673.14
50498,26302800.81
50499,23227815.19
50500,32924526.99
