Registration Number,Annual Turnover
50428,35648821.08
50429,26967782.5
50430,17160575.86
50431,19063099.21
50432,24884844.98
50433,24236544.2
50434,24187481.52
50435,36809434.86
50436,32118969.52
50437,27340312.32
50438,30496828.72
50439,20581564.86
50440,34336424.74
50441,23535646.9
50442,23352912.09
50443,21726628.24
50444,37837230.31
50445,24562305.19
50446,30218015.59
50447,36688483.73
50448,20200033
50449,40107277.93
50450,32248781.73
50451,32190164.54
50452,21645813.42
50453,26880723.51
50454,25626188.49
50455,18689497.18
50456,22001073.71
50457,29388191.48
50458,21134367.25
50459,32996577.79
50460,25798857.92
50461,27094411.33
50462,35885486.93
50463,31332090.7
50464,35976828.71
50465,26425213.54
50466,32169344.92
50467,33226964.77
50468,40223947.58
50469,36409688.13
50470,22092918.46
50471,29913198.97
50472,31975660.4
50473,34536928.71
50474,29630762.67
50475,32346226.52
50476,38480583.02
50477,28098401.54
50478,35324633.04
50479,25467178.82
50480,22996610.39
50481,40061635.91
50482,45703213.96
50483,35647364.82
50484,27848691.05
50485,40211100.65
50486,29179121.91
50487,35028138.36
50488,37465402.12
50489,42881770.11
50490,30424429.66
50491,27882710.28
50492,25442522.62
50493,30569605.98
50494,30593836.57
50495,25979586.46
50496,20449972.5
50497,30669876.9
50498,28590329.31
50499,25602138.65
50500,31946880.45
