Registration Number,Annual Turnover
50337,19366544.51
50338,18000527.72
50339,32495737.48
50340,23347151.76
50341,27568994.65
50342,31080157.21
50343,35130257.53
50344,34129839.2
50345,42607332.47
50346,19308317.75
50347,26768080.28
50348,23134338.67
50349,29295541.73
50350,29908078.81
50351,26189476.54
50352,37942801.85
50353,37445998.32
50354,34830343.25
50355,18115659.97
50356,28264500.32
50357,26727378.64
50358,25249501.86
50359,36752109.71
50360,29437461.03
50361,30460613.06
50362,33481446.72
50363,29800333.21
50364,40113103.94
50365,20946860.4
50366,31100551.63
50367,44321951.24
50368,21642056.04
50369,33669748.36
50370,25758923.07
50371,46444728.4
50372,36316675.78
50373,30608212.05
50374,41079259.32
50375,16721359.06
50376,24147961.56
50377,16977898.44
50378,22889540.21
50379,40140422.83
50380,22092611.53
50381,26349946.53
50382,37113064.68
50383,25870355.78
50384,32564043.69
50385,22264344.15
50386,27988510.52
50387,34096629.56
50388,33906926.12
50389,34315248.84
50390,27792837.02
50391,30422594.44
50392,41979504.69
50393,25645076.77
50394,27236376.81
50395,29944987.48
50396,39834001.68
50397,42936922.49
50398,25875509.11
50399,24320582.54
50400,36243909.18
50401,37092957.38
50402,16832610.53
50403,28140963.22
50404,40547653.56
50405,28718746.57
50406,30077071.98
50407,38235480.87
50408,29175003.26
50409,30707080.17
50410,36741899.11
50411,32260056.38
50412,26555929.74
50413,40566986.41
50414,23529158.34
50415,51190237.43
50416,44487502.53
50417,29597068.84
50418,36864353.57
50419,29875172.72
50420,31239683.57
50421,11583304.26
50422,30874479.3
50423,33811724.95
50424,44448688.91
50425,32583309.66
50426,39381863.38
50427,15094788.99
50428,25046340.7
50429,21888879.86
50430,21587424.37
50431,16921798.83
50432,31865964.87
50433,33381058.72
50434,18889557.19
50435,39297798.49
50436,36544046.71
50437,25614295.67
50438,31264040.35
50439,20086245.85
50440,38217798.44
50441,23105789.53
50442,27028077.76
50443,16868731.35
50444,29827096.97
50445,26593834.36
50446,32989375.74
50447,40190038.05
50448,16421908.08
50449,41859091.46
50450,34630322.82
50451,30807412.91
50452,17790711.19
50453,31934628.15
50454,30645604.6
50455,19917516.35
50456,32348794.53
50457,25753207.57
50458,17156751.98
50459,28205075.19
50460,35531110.2
50461,25077607.93
50462,39681781.7
50463,29109841.5
50464,39854982.29
50465,24678179.9
50466,30957772.4
50467,28310133.82
50468,33156889.11
50469,36743254.71
50470,27439108.69
50471,33002419.89
50472,29065526.58
50473,33398450.18
50474,28349566.5
50475,37087736.18
50476,37172383.37
50477,27364745
50478,35416160.8
50479,20698352.06
50480,22456060.04
50481,36373919.06
50482,43042085.38
50483,46651797
50484,25303299.66
50485,36300110.76
50486,30569157.22
50487,38704100.24
50488,41648905.49
50489,48838446.79
50490,29968255.85
50491,21978616.78
50492,29985578.55
50493,32859395.43
50494,29808996.13
50495,25681370.06
50496,25836112.18
50497,28343268.78
50498,29312243.65
50499,19037769.61
50500,25421929.31
