Registration Number,Annual Turnover
50207,21944075.1
50208,47011364.09
50209,27378864.1
50210,33561823.15
50211,34512680.36
50212,32070101.07
50213,38019308.58
50214,37322937.69
50215,33650487.89
50216,34724106.04
50217,17523288.07
50218,41676438.02
50219,22906928.95
50220,27940086.86
50221,43274882.84
50222,27452801.87
50223,30951569.79
50224,18434035.85
50225,29544498.13
50226,32687358.31
50227,26381331.6
50228,27719618.38
50229,17137285.03
50230,43417242.67
50231,38248125.33
50232,22973512.79
50233,23934159.27
50234,38272606.45
50235,35727676.66
50236,43206893.39
50237,22597420.33
50238,17834351
50239,31238984.6
50240,32004702.31
50241,32278478.82
50242,36030453.16
50243,26430594.47
50244,39769222.11
50245,26994589.7
50246,30849527.71
50247,42119559.53
50248,36034697.75
50249,37194529.04
50250,22873689.18
50251,27841281.5
50252,27880187.81
50253,37181398.89
50254,26338543.06
50255,37414646.33
50256,32207587.07
50257,35019463.52
50258,23411409.73
50259,33853026.62
50260,30994539.99
50261,24320765.64
50262,18413083.34
50263,18906008.5
50264,26628085.64
50265,29605214.46
50266,29474680.48
50267,32786642.05
50268,31686880.98
50269,46402868.15
50270,38146452.44
50271,27671070.27
50272,33346311.87
50273,30523450.81
50274,13702025.23
50275,28763438.42
50276,31778390.17
50277,37055601.2
50278,18310681.01
50279,28911405.28
50280,30556394.82
50281,30832071.11
50282,35380774.05
50283,25613072.04
50284,39280002.2
50285,22516195.55
50286,27978887.78
50287,17232015.66
50288,47250082.16
50289,26813643.76
50290,33765802.19
50291,27580555.05
50292,23363276.72
50293,26777789.11
50294,15202135.88
50295,35254046.19
50296,29423194.95
50297,31231617.47
50298,31492192.36
50299,30792150.36
50300,30253171.98
50301,38651140.91
50302,22613757.25
50303,29236843.15
50304,41826386.04
50305,28296034.92
50306,35787006.17
50307,27449407.77
50308,36074201.29
50309,32251266.4
50310,27739503.11
50311,22250303.04
50312,34212554.1
50313,27757437.27
50314,32496354.06
50315,24499697.48
50316,42267626.89
50317,33828797.9
50318,32058809.57
50319,30741162.15
50320,37516661.4
50321,27871851.97
50322,25754507.1
50323,33896158.48
50324,31372387.86
50325,17031337.79
50326,34914283.66
50327,36925682.94
50328,30722107.06
50329,41093658.84
50330,30411698.91
50331,20976647.83
50332,27597959.76
50333,29886496.85
50334,27378757.36
50335,38558669.59
50336,35259491.99
50337,20168362.54
50338,22633250.19
50339,27209545.45
50340,28901233.03
50341,24843047.72
50342,34453366.8
50343,35988324.78
50344,32268449.48
50345,45541885.43
50346,25239647.63
50347,26909170.27
50348,24495106.61
50349,28019879.56
50350,30873905.07
50351,26883115.25
50352,35818867.32
50353,37297421.13
50354,39310582.1
50355,14690440.31
50356,30012257.12
50357,28718795.05
50358,25621626.74
50359,24963894.99
50360,19554171.67
50361,28400206.69
50362,37149450.56
50363,33688760.84
50364,39008681.49
50365,18643973
50366,42557465.42
50367,40922899.37
50368,24741049.79
50369,39625384.26
50370,20947159.55
50371,41441073.66
50372,34063759.31
50373,28759196.56
50374,35391092.46
50375,20552061.76
50376,23226819.21
50377,17496894.29
50378,25145490.41
50379,35549837.48
50380,16641153.88
50381,24116631.71
50382,40468658.83
50383,27204511.1
50384,30750613.58
50385,15202736.21
50386,29819025.05
50387,30969406.64
50388,30774000.63
50389,38772330.45
50390,25700955.07
50391,30809974.08
50392,44666476.11
50393,25661359.72
50394,26022300.76
50395,31077962.7
50396,35555957.83
50397,39800394.61
50398,30463834.1
50399,28152844.04
50400,38158366.55
50401,35104445.98
50402,14148470.85
50403,25943227.45
50404,38458563.72
50405,22521985.91
50406,25893484.4
50407,30804063.39
50408,29135677.06
50409,36369609.72
50410,34379737.33
50411,30457466.8
50412,31858708.79
50413,33553829.78
50414,25991566.99
50415,44927410.35
50416,34698139.79
50417,27429024.18
50418,36702855.52
50419,26612736.3
50420,30611592.52
50421,15511043.15
50422,33959378.4
50423,29437436.78
50424,41564334.73
50425,27294621.01
50426,35734644.49
50427,20301160.9
50428,33361759.08
50429,24681411.08
50430,15914021.02
50431,16782149.75
50432,26715246.11
50433,25286107.8
50434,24766347.33
50435,38930909.86
50436,32200116.14
50437,24446970.45
50438,30534407.78
50439,18623514.01
50440,33956898.58
50441,22340215.24
50442,23559082.03
50443,19958603.61
50444,37341616.37
50445,24894132.13
50446,31782474.98
50447,35713425.45
50448,15941683.23
50449,39816887.24
50450,34343762.78
50451,31532233.46
50452,19859929.85
50453,27281608.44
50454,27840695.66
50455,19527390.15
50456,22632707.28
50457,27551760.63
50458,18030334.81
50459,31097030.74
50460,25840315.54
50461,25729379.57
50462,36615347.41
50463,31263671.76
50464,35683783.13
50465,23481075.88
50466,32318091.38
50467,32744680.05
50468,41682206.25
50469,36332750.51
50470,23002071.56
50471,30182363.16
50472,32910455.05
50473,34981727.98
50474,26587474.66
50475,32743847.47
50476,39714104.99
50477,24809126.45
50478,36290598.03
50479,24621712.79
50480,23304568.28
50481,36992522.25
50482,45061513.43
50483,39141825.54
50484,28249235.1
50485,37267344.84
50486,27336231.13
50487,34797753.3
50488,37761214.61
50489,42500037.04
50490,29839770.01
50491,28218604.95
50492,25311570.22
50493,30089968.03
50494,30091380.16
50495,25567536.74
50496,19948589.51
50497,30506615.45
50498,26591648.09
50499,22791914.57
50500,31295449.19
