Registration Number,Annual Turnover
50339,27510285.32
50340,18825557.89
50341,25607626.15
50342,25304966.16
50343,33808356.26
50344,34702364.97
50345,39253139.52
50346,19402784.84
50347,22481703.87
50348,18757300.36
50349,24252817.86
50350,25912120.85
50351,21519109.75
50352,42746882.28
50353,36091385.41
50354,33680173.61
50355,17421337.8
50356,26653053.51
50357,25754854.22
50358,21613605.42
50359,35202245.47
50360,30281238.48
50361,26234442.39
50362,30573138.22
50363,29915658.39
50364,41401969.18
50365,20548675.57
50366,34051920.04
50367,44098966.71
50368,19696030.42
50369,35981243.17
50370,20186861.15
50371,42682174.85
50372,30806962.9
50373,28552030.07
50374,36130664.86
50375,17230703.76
50376,21831100.57
50377,15222634.04
50378,20772299.98
50379,38199225.49
50380,18858517.95
50381,25570001.9
50382,34463808.34
50383,20963367.56
50384,31685221.16
50385,17594776.91
50386,23830153.34
50387,32010023.73
50388,30636123.55
50389,29909335.84
50390,27030980.36
50391,28645714.94
50392,40785919.1
50393,20888126.63
50394,19321606.54
50395,28722957.97
50396,39153109.37
50397,41135135.05
50398,23362804.9
50399,21070047.61
50400,32026176.55
50401,38304682.2
50402,14068343.63
50403,27324661.03
50404,59354484.64
50405,29318758.63
50406,30877383.72
50407,51344795.03
50408,24330191.63
50409,27563968.04
50410,34903394.97
50411,30252417.13
50412,25255289.05
50413,39596371.57
50414,21722484.96
50415,51918929.42
50416,43503201.06
50417,26587552.48
50418,31223355.71
50419,22424953.55
50420,27822714.71
50421,7084060.162
50422,27716874.16
50423,33888094.43
50424,40903497.8
50425,32402449.51
50426,34739679.3
50427,8828720.079
50428,27142036.35
50429,13913887.47
50430,16976386.08
50431,15024013.88
50432,27591572.22
50433,31360173.48
50434,13439141.09
50435,34312312.09
50436,35111788.25
50437,28168093.54
50438,25543091.68
50439,13253489.58
50440,38760794.96
50441,19728203.09
50442,20710739.11
50443,14479977.05
50444,31181172.24
50445,24754358.31
50446,28921052.01
50447,42733975.72
50448,12465273.81
50449,41756092.35
50450,30425652.8
50451,25408225.82
50452,14858307.87
50453,28266872.27
50454,26913531.81
50455,18207828.93
50456,28648987.1
50457,23123614.15
50458,15574158.87
50459,26571593.6
50460,31921095.07
50461,24926552.05
50462,37362578.41
50463,32008345.7
50464,38252152.09
50465,23506794.01
50466,26717051.83
50467,24193157.72
50468,31677108.05
50469,32296599.99
50470,23282627.22
50471,30114168.75
50472,25822823.26
50473,28923512.16
50474,29241575.68
50475,31330546.73
50476,36412554.89
50477,27111794.17
50478,32634482.73
50479,16870168.94
50480,18702756.97
50481,35824181.36
50482,40163029.8
50483,43379684.9
50484,20809299.06
50485,33285997.94
50486,28730703.31
50487,34426691.77
50488,35384358.41
50489,46194338.24
50490,27978511.41
50491,21904070.23
50492,28121292.52
50493,34175421.42
50494,26385536.05
50495,22431145.48
50496,23889967.31
50497,26960568.86
50498,29644519.77
50499,17057692.76
50500,20853798.24
